Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340166,NC,"Patients who gave a rating of ""6"" or lower (low)",Above the national average,Same as the national average
340166,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Above the national average,Same as the national average
340166,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Above the national average,Same as the national average
340166,NC,Overall hospital rating - linear mean score,Above the national average,Same as the national average
340166,NC,Overall hospital rating - star rating,Above the national average,Same as the national average
340166,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Above the national average,Same as the national average
340166,NC,"YES, patients would definitely recommend the hospital",Above the national average,Same as the national average
340166,NC,"YES, patients would probably recommend the hospital",Above the national average,Same as the national average
340166,NC,Recommend hospital - linear mean score,Above the national average,Same as the national average
340166,NC,Recommend hospital - star rating,Above the national average,Same as the national average
340166,NC,Summary star rating,Above the national average,Same as the national average
340168,NC,"Nurses ""always"" communicated well",Not Available,Not Available
340168,NC,"Nurses ""sometimes"" or ""never"" communicated well",Not Available,Not Available
340168,NC,"Nurses ""usually"" communicated well",Not Available,Not Available
340168,NC,Nurse communication - linear mean score,Not Available,Not Available
340168,NC,Nurse communication - star rating,Not Available,Not Available
340168,NC,"Nurses ""always"" treated them with courtesy and  respect",Not Available,Not Available
340168,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Available,Not Available
340168,NC,"Nurses ""usually""  treated them with courtesy and  respect",Not Available,Not Available
340168,NC,"Nurses ""always"" listened carefully",Not Available,Not Available
340168,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Not Available,Not Available
340168,NC,"Nurses ""usually"" listened carefully",Not Available,Not Available
340168,NC,"Nurses ""always"" explained things so they could understand",Not Available,Not Available
340168,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Not Available,Not Available
340168,NC,"Nurses ""usually"" explained things so they could understand",Not Available,Not Available
340168,NC,"Doctors ""always"" communicated well",Not Available,Not Available
340168,NC,"Doctors ""sometimes"" or ""never"" communicated well",Not Available,Not Available
340168,NC,"Doctors ""usually"" communicated well",Not Available,Not Available
340168,NC,Doctor communication - linear mean score,Not Available,Not Available
